0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
7.152753,8.159125,7.243785,-3.121267,0.9623342,3.672563,7.505542,1.371623,-3.294102,-7.689597,-4.050979,4.45103,-10.85579,-2.542824,-2.791185,-1.160600,-4.830434,-11.83609,1.272757,-2.44849,-6.230567,-4.416235,-10.41283,0.4084571,10.32054,-4.299729,-1.069485,-7.928258,-5.523666,-0.6080761,5.104133,-3.511641,-2.429709,1.209531,-3.611655,3.591856,0.2033593,4.08594,7.864399,-1.352775,0.8696827,-0.0970655,0.2932877,4.610559,-0.1522167,0.2971931,2.085674,6.634304,0.1657156,-1.890257
-0.1818429,0.62372,-4.152536,-10.74763,-1.729356,-7.133356,-7.713744,-3.61762,-5.086249,2.480966,0.1334535,-0.1546559,1.121001,0.01411831,-1.937395,-5.546909,-4.310597,-11.70884,-5.343752,3.081877,2.691177,2.314876,-9.483969,-6.530302,-8.335384,2.321806,-1.923439,-1.422365,-9.562612,-3.054435,-9.349106,1.665035,0.00490729,5.458303,-2.986507,1.650878,-8.561303,3.138813,-11.27904,6.252369,4.652816,3.447798,4.278531,-0.9895667,2.44265,-3.64437,-2.240717,-0.4243614,-4.564594,-3.051030
2.108699,5.859667,0.7804149,-6.08135,-1.374900,-6.898409,-2.571122,-4.12506,-3.551722,0.6039337,5.281347,-5.638812,-1.912790,9.12147,-7.624709,-4.501651,6.809114,-2.458810,-2.463602,-4.146516,-6.844283,-11.39127,0.2343812,1.175958,0.3940574,4.945721,4.397756,-11.84884,-6.096013,-7.075218,1.762793,5.792902,7.642509,6.199031,12.46093,3.369319,-4.826958,8.880757,-1.406678,-10.17620,2.346104,-2.824715,-3.960752,7.850562,0.3887179,5.794889,5.910725,0.1924982,1.392123,-5.413812
-0.9936201,-9.703755,2.732100,-11.02412,-0.1168863,-2.661878,-7.831846,-1.230644,-8.348981,1.290651,-2.183619,7.744351,11.68160,-15.94548,-7.969847,-6.25729,2.400666,0.6478603,-3.071196,-1.56562,4.822899,0.764947,-9.014148,4.538106,-3.432254,9.70257,10.19408,0.7491829,4.465287,-5.746216,-1.389521,2.091551,-0.1905598,4.30418,0.6764956,5.658704,3.981209,4.926377,3.372191,-2.299224,10.13492,-0.05628639,5.028675,-4.611149,12.15301,-8.815189,-3.48483,3.279777,-10.29409,-3.461132
-10.52806,-0.1965337,2.213278,-2.32948,2.827167,-2.235325,-5.266111,8.843427,0.001265828,0.5663972,-2.488004,4.698745,-4.464761,-7.37394,3.143868,4.19479,-2.185656,4.353042,6.376359,2.110269,0.7186012,4.328201,1.164188,-0.682578,-3.066551,8.732358,-1.443290,8.002043,-7.514583,5.264039,2.330326,2.683806,0.5288004,0.5101992,2.304981,-7.037045,6.898366,-0.938248,-5.323044,3.016142,3.314399,-1.445328,4.349539,-4.399825,-3.781663,3.129736,11.33349,-9.277235,1.585251,1.530164
5.139471,5.488237,-7.604482,-2.236056,-4.5414,1.959065,1.990164,0.1545746,10.22695,-8.377588,-0.5643231,-12.22913,-2.989464,-3.667275,-5.938603,1.111066,-9.231062,-13.46548,-7.385687,-1.610505,-7.423426,-1.462844,-7.043543,5.297796,1.517429,-2.993965,3.655279,-7.9838,1.194372,0.9991764,-9.667592,-0.884871,4.353596,5.315791,0.7014883,9.837408,-1.133893,7.545232,-2.489919,3.705396,-0.1411132,0.8704255,-12.65731,-3.786412,1.200905,-5.805778,-3.253422,10.5641,-1.176174,1.312963
2.506172,6.317599,-3.313232,10.79957,3.271908,4.324092,2.312101,7.3617,2.177208,10.74419,2.382446,-0.9533621,4.722274,1.998460,-1.707471,-1.081814,-0.02916758,-1.337697,-3.765739,3.782028,-1.966973,-3.785584,-4.092689,-7.117745,3.784956,5.987769,-6.386323,-2.983202,6.047019,-6.975376,-6.007905,-1.307424,0.1977620,-2.887352,-2.122232,1.486273,2.825228,1.874847,1.849168,-3.377024,-9.074752,-12.49335,-5.922243,-8.898076,-3.706076,-4.367322,6.331232,-5.805932,-5.490325,-10.51624
-9.890907,-9.315783,-3.28228,-4.968879,10.45221,10.24871,-0.4936838,1.088701,7.868438,3.215923,-0.813073,-2.011032,-1.427667,-7.904275,-7.914544,-12.96331,-3.125139,0.6379602,3.866055,-5.488746,2.826161,-3.478617,4.990717,3.542395,-10.52643,-5.568933,2.900242,2.650341,-7.647997,4.748821,-1.706931,1.320660,5.135788,14.59772,-6.115283,-1.562442,-8.432356,-1.298096,8.833175,-5.647129,-6.015811,5.839639,9.305368,-4.774161,3.14613,8.262274,-8.436795,3.281184,0.7442854,0.7088963
4.456122,-4.090069,-7.786432,6.126737,1.440164,-2.241818,1.510320,-3.220653,0.7240155,7.673296,-6.95875,-1.538561,-1.800336,-0.9546174,-4.486222,4.299527,-5.565189,2.4622,1.447131,-1.669627,-4.548351,-4.169934,-0.6669391,-6.415316,3.441062,1.206010,-6.678654,-3.373207,-0.1611227,3.731271,10.98516,-5.013621,1.452299,11.48349,4.733556,-2.985927,0.7214763,4.093551,0.09785162,2.932783,-3.136569,1.311158,-0.3577315,3.358123,1.403181,-6.57965,-3.264528,-4.848830,-1.738904,-3.137819
0.529304,-5.959537,-2.816560,-14.72303,-2.611912,-16.28837,-3.953213,0.7674923,-0.6637819,-0.1035966,-2.975639,1.148601,1.577739,2.737727,-4.091423,-3.007483,2.743972,-6.423923,-0.2690742,-5.561185,-7.496727,-3.058007,-3.351939,-0.2346936,-3.253525,5.916368,8.563525,2.339171,6.65673,-9.809565,-4.169660,-2.436392,-7.261695,-6.032264,-1.285408,3.11904,-4.681716,-6.081336,-6.282002,-1.586151,6.141159,1.044072,4.385846,1.642423,0.08376044,1.221639,-2.087716,-6.549108,-1.581824,0.6556329
